icd9_hcup,icd9_omop,icd9_ccs,ccs2,ccs2_desc,hcup_desc,omop_desc,concept_id
79.65,79.65,79.65,14.3,Treatment of fracture or dislocation,DEBRID OPN FXFEMUR,"Debridement of open fracture site, femur",2005533
79.66,79.66,79.66,14.3,Treatment of fracture or dislocation,DEBRID OPN FXTIBIA/FIB,"Debridement of open fracture site, tibia and fibula",2005534
79.67,79.67,79.67,14.3,Treatment of fracture or dislocation,DEBRID OPN FXMETAT/TAR,"Debridement of open fracture site, tarsals and metatarsals",2005535
79.68,79.68,79.68,14.3,Treatment of fracture or dislocation,DEBRID OPN FXTOE,"Debridement of open fracture site, phalanges of foot",2005536
79.69,79.69,79.69,14.3,Treatment of fracture or dislocation,OPEN FX SITE DEBRIDE NEC,"Debridement of open fracture site, other specified bone",2005537
79.80,79.80,79.80,14.3,Treatment of fracture or dislocation,OPEN REDUCDISLOCAT NOS,Open reduction of dislocation of unspecified site,2005560
79.81,79.81,79.81,14.3,Treatment of fracture or dislocation,OPN REDUC DISLOCSHOULDR,Open reduction of dislocation of shoulder,2005561
79.82,79.82,79.82,14.3,Treatment of fracture or dislocation,OPEN REDUCELBOW DISLOC,Open reduction of dislocation of elbow,2005572
79.83,79.83,79.83,14.3,Treatment of fracture or dislocation,OPEN REDUCWRIST DISLOC,Open reduction of dislocation of wrist,2005573
79.84,79.84,79.84,14.3,Treatment of fracture or dislocation,OPN REDUC DISLOCHAND,Open reduction of dislocation of hand and finger,2005574
79.85,79.85,79.85,14.3,Treatment of fracture or dislocation,OPEN REDUCHIP DISLOCAT,Open reduction of dislocation of hip,2005575
79.86,79.86,79.86,14.3,Treatment of fracture or dislocation,OPEN REDUCKNEE DISLOCAT,Open reduction of dislocation of knee,2005576
79.87,79.87,79.87,14.3,Treatment of fracture or dislocation,OPEN REDUCANKLE DISLOC,Open reduction of dislocation of ankle,2005577
79.88,79.88,79.88,14.3,Treatment of fracture or dislocation,OPN REDUC DISLOCFT/TOE,Open reduction of dislocation of foot and toe,2005578
79.89,79.89,79.89,14.3,Treatment of fracture or dislocation,OPEN REDUCDISLOCAT NEC,Open reduction of dislocation of other specified sites,2005579
79.90,79.90,79.90,14.3,Treatment of fracture or dislocation,UNSPEC OP BONE INJ NOS,"Unspecified operation on bone injury, unspecified site",2005581
79.91,79.91,79.91,14.3,Treatment of fracture or dislocation,HUMERUS INJURY OP NOS,"Unspecified operation on bone injury, humerus",2005592
79.92,79.92,79.92,14.3,Treatment of fracture or dislocation,RADIUS/ULNA INJ OP NOS,"Unspecified operation on bone injury, radius and ulna",2005593
79.93,79.93,79.93,14.3,Treatment of fracture or dislocation,METACARP/CARP INJ OP NOS,"Unspecified operation on bone injury, carpals and metacarpals",2005594
79.94,79.94,79.94,14.3,Treatment of fracture or dislocation,FINGER INJURY OP NOS,"Unspecified operation on bone injury, phalanges of hand",2005595
79.95,79.95,79.95,14.3,Treatment of fracture or dislocation,FEMUR INJURY OP NOS,"Unspecified operation on bone injury, femur",2005596
79.96,79.96,79.96,14.3,Treatment of fracture or dislocation,TIBIA/FIBULA INJ OP NOS,"Unspecified operation on bone injury, tibia and fibula",2005597
79.97,79.97,79.97,14.3,Treatment of fracture or dislocation,METATARS/TARS INJ OP NOS,"Unspecified operation on bone injury, tarsals and metatarsals",2005598
79.98,79.98,79.98,14.3,Treatment of fracture or dislocation,TOE INJURY OPERATION NOS,"Unspecified operation on bone injury, phalanges of foot",2005599
79.99,79.99,79.99,14.3,Treatment of fracture or dislocation,UNSPEC OPBONE INJ NEC,"Unspecified operation on bone injury, other specified bone",2005600
80.00,80.00,80.00,14.15,Other OR therapeutic procedures on joints [162.],ARTHROT & PROS REMOV NOS,"Arthrotomy for removal of prosthesis without replacement, unspecified site",2005613
80.01,80.01,80.01,14.15,Other OR therapeutic procedures on joints [162.],ARTHROT/PROS REMOVSHLDR,"Arthrotomy for removal of prosthesis without replacement, shoulder",2005614
80.02,80.02,80.02,14.15,Other OR therapeutic procedures on joints [162.],ARTHROT/PROS REMOVELBOW,"Arthrotomy for removal of prosthesis without replacement, elbow",2005615
80.03,80.03,80.03,14.15,Other OR therapeutic procedures on joints [162.],ARTHROT/PROS REMOVWRIST,"Arthrotomy for removal of prosthesis without replacement, wrist",2005616
80.04,80.04,80.04,14.15,Other OR therapeutic procedures on joints [162.],ARTHROT/PROS REMOVHAND,"Arthrotomy for removal of prosthesis without replacement, hand and finger",2005617
80.05,80.05,80.05,14.15,Other OR therapeutic procedures on joints [162.],ARTHROT/PROS REMOVHIP,"Arthrotomy for removal of prosthesis without replacement, hip",2005618
80.06,80.06,80.06,14.15,Other OR therapeutic procedures on joints [162.],ARTHROT/PROS REMOVKNEE,"Arthrotomy for removal of prosthesis without replacement, knee",2005619
80.07,80.07,80.07,14.15,Other OR therapeutic procedures on joints [162.],ARTHROT/PROS REMOVANKLE,"Arthrotomy for removal of prosthesis without replacement, ankle",2005620
80.08,80.08,80.08,14.15,Other OR therapeutic procedures on joints [162.],ARTHROT/PROS REMOVFOOT,"Arthrotomy for removal of prosthesis without replacement, foot and toe",2005621
80.09,80.09,80.09,14.15,Other OR therapeutic procedures on joints [162.],ARTHROT & PROS REMOV NEC,"Arthrotomy for removal of prosthesis without replacement, other specified sites",2005632
80.10,80.10,80.10,14.15,Other OR therapeutic procedures on joints [162.],OTHER ARTHROTOMY NOS,"Other arthrotomy, unspecified site",2005634
80.11,80.11,80.11,14.15,Other OR therapeutic procedures on joints [162.],OTH ARTHROTOMYSHOULDER,"Other arthrotomy, shoulder",2005635
80.12,80.12,80.12,14.15,Other OR therapeutic procedures on joints [162.],OTH ARTHROTOMYELBOW,"Other arthrotomy, elbow",2005636
80.13,80.13,80.13,14.15,Other OR therapeutic procedures on joints [162.],OTH ARTHROTOMYWRIST,"Other arthrotomy, wrist",2005637
80.14,80.14,80.14,14.15,Other OR therapeutic procedures on joints [162.],OTH ARTHROTOMYHAND/FNGR,"Other arthrotomy, hand and finger",2005638
80.15,80.15,80.15,14.15,Other OR therapeutic procedures on joints [162.],OTH ARTHROTOMYHIP,"Other arthrotomy, hip",2005639
80.16,80.16,80.16,14.15,Other OR therapeutic procedures on joints [162.],OTH ARTHROTOMYKNEE,"Other arthrotomy, knee",2005640
80.17,80.17,80.17,14.15,Other OR therapeutic procedures on joints [162.],OTH ARTHROTOMYANKLE,"Other arthrotomy, ankle",2005641
80.18,80.18,80.18,14.15,Other OR therapeutic procedures on joints [162.],OTH ARTHROTOMYFOOT/TOE,"Other arthrotomy, foot and toe",2005652
80.19,80.19,80.19,14.15,Other OR therapeutic procedures on joints [162.],OTHER ARTHROTOMY NEC,"Other arthrotomy, other specified sites",2005653
80.40,80.40,80.40,14.5,Division of joint capsule; ligament or cartilage [150.],JT STRUCTUR DIVISION NOS,"Division of joint capsule, ligament, or cartilage, unspecified site",2005697
80.41,80.41,80.41,14.5,Division of joint capsule; ligament or cartilage [150.],SHOULDER STRUCT DIVISION,"Division of joint capsule, ligament, or cartilage, shoulder",2005698
80.42,80.42,80.42,14.5,Division of joint capsule; ligament or cartilage [150.],ELBOW STRUCTURE DIVISION,"Division of joint capsule, ligament, or cartilage, elbow",2005699
80.43,80.43,80.43,14.5,Division of joint capsule; ligament or cartilage [150.],WRIST STRUCTURE DIVISION,"Division of joint capsule, ligament, or cartilage, wrist",2005700
80.44,80.44,80.44,14.5,Division of joint capsule; ligament or cartilage [150.],HAND JOINT STRUCT DIVIS,"Division of joint capsule, ligament, or cartilage, hand and finger",2005701
80.45,80.45,80.45,14.5,Division of joint capsule; ligament or cartilage [150.],HIP STRUCTURE DIVISION,"Division of joint capsule, ligament, or cartilage, hip",2005702
80.46,80.46,80.46,14.5,Division of joint capsule; ligament or cartilage [150.],KNEE STRUCTURE DIVISION,"Division of joint capsule, ligament, or cartilage, knee",2005703
80.47,80.47,80.47,14.5,Division of joint capsule; ligament or cartilage [150.],ANKLE STRUCTURE DIVISION,"Division of joint capsule, ligament, or cartilage, ankle",2005704
80.48,80.48,80.48,14.5,Division of joint capsule; ligament or cartilage [150.],FOOT JOINT STRUCT DIVIS,"Division of joint capsule, ligament, or cartilage, foot and toe",2005705
80.49,80.49,80.49,14.5,Division of joint capsule; ligament or cartilage [150.],JT STRUCTUR DIVISION NEC,"Division of joint capsule, ligament, or cartilage, other specified sites",2005706
80.5,80.5,80.5,1.3,Laminectomy; excision intervertebral disc [3.],EXCIS DESTR VERTEB DISC (Begin 1980 End 1986),"Excision, destruction and other repair of intervertebral disc",2005707
80.50,80.50,80.50,1.3,Laminectomy; excision intervertebral disc [3.],EXC/DEST INTVRT DISC NOS (Begin 1986),"Excision or destruction of intervertebral disc, unspecified",2005708
80.51,80.51,80.51,1.3,Laminectomy; excision intervertebral disc [3.],EXCISION INTERVERT DISC (Begin 1986),Excision of intervertebral disc,2005709
80.53,80.53,80.53,1.9,Other OR therapeutic nervous system procedures [9.],REP ANULUS FIBROSUS-GRFT (begin 2008),Repair of the anulus fibrosus with graft or prosthesis,2005711
80.54,80.54,80.54,1.9,Other OR therapeutic nervous system procedures [9.],REP ANULS FIBROS NEC/NOS (begin 2008),Other and unspecified repair of the anulus fibrosus,2005722
80.59,80.59,80.59,1.3,Laminectomy; excision intervertebral disc [3.],OTH EXC/DEST INTVRT DISC (Begin 1986),Other destruction of intervertebral disc,2005723
80.6,80.6,80.6,14.6,Excision of semilunar cartilage of knee [151.],EXCIS KNEE SEMILUN CARTL,Excision of semilunar cartilage of knee,2005724
80.70,80.70,80.70,14.15,Other OR therapeutic procedures on joints [162.],SYNOVECTOMYSITE NOS,"Synovectomy, unspecified site",2005726
80.71,80.71,80.71,14.15,Other OR therapeutic procedures on joints [162.],SHOULDER SYNOVECTOMY,"Synovectomy, shoulder",2005727
80.72,80.72,80.72,14.15,Other OR therapeutic procedures on joints [162.],ELBOW SYNOVECTOMY,"Synovectomy, elbow",2005728
80.73,80.73,80.73,14.15,Other OR therapeutic procedures on joints [162.],WRIST SYNOVECTOMY,"Synovectomy, wrist",2005729
80.74,80.74,80.74,14.15,Other OR therapeutic procedures on joints [162.],HAND SYNOVECTOMY,"Synovectomy, hand and finger",2005730
80.75,80.75,80.75,14.15,Other OR therapeutic procedures on joints [162.],HIP SYNOVECTOMY,"Synovectomy, hip",2005731
80.76,80.76,80.76,14.15,Other OR therapeutic procedures on joints [162.],KNEE SYNOVECTOMY,"Synovectomy, knee",2005742
80.77,80.77,80.77,14.15,Other OR therapeutic procedures on joints [162.],ANKLE SYNOVECTOMY,"Synovectomy, ankle",2005743
80.78,80.78,80.78,14.15,Other OR therapeutic procedures on joints [162.],FOOT SYNOVECTOMY,"Synovectomy, foot and toe",2005744
80.79,80.79,80.79,14.15,Other OR therapeutic procedures on joints [162.],SYNOVECTOMYSITE NEC,"Synovectomy, other specified sites",2005745
80.80,80.80,80.80,14.15,Other OR therapeutic procedures on joints [162.],DESTRUCT JOINT LES NOS,"Other local excision or destruction of lesion of joint, unspecified site",2005747
80.81,80.81,80.81,14.15,Other OR therapeutic procedures on joints [162.],DESTRUCSHOULDER LES NEC,"Other local excision or destruction of lesion of joint, shoulder",2005748
80.82,80.82,80.82,14.15,Other OR therapeutic procedures on joints [162.],DESTRUCELBOW LESION NEC,"Other local excision or destruction of lesion of joint, elbow",2005749
80.83,80.83,80.83,14.15,Other OR therapeutic procedures on joints [162.],DESTRUCWRIST LESION NEC,"Other local excision or destruction of lesion of joint, wrist",2005750
80.84,80.84,80.84,14.15,Other OR therapeutic procedures on joints [162.],DESTRUCHAND JT LES NEC,"Other local excision or destruction of lesion of joint, hand and finger",2005751
80.85,80.85,80.85,14.15,Other OR therapeutic procedures on joints [162.],DESTRUCTHIP LESION NEC,"Other local excision or destruction of lesion of joint, hip",2005762
80.86,80.86,80.86,14.15,Other OR therapeutic procedures on joints [162.],DESTRUCTKNEE LESION NEC,"Other local excision or destruction of lesion of joint, knee",2005763
80.87,80.87,80.87,14.15,Other OR therapeutic procedures on joints [162.],DESTRUCANKLE LESION NEC,"Other local excision or destruction of lesion of joint, ankle",2005764
80.88,80.88,80.88,14.15,Other OR therapeutic procedures on joints [162.],DESTRUCFOOT JT LES NEC,"Other local excision or destruction of lesion of joint, foot and toe",2005765
80.89,80.89,80.89,14.15,Other OR therapeutic procedures on joints [162.],DESTRUCT JOINT LES NEC,"Other local excision or destruction of lesion of joint, other specified sites",2005766
80.90,80.90,80.90,14.15,Other OR therapeutic procedures on joints [162.],EXCISION OF JOINT NOS,"Other excision of joint, unspecified site",2005768
80.91,80.91,80.91,14.15,Other OR therapeutic procedures on joints [162.],EXCISION OF SHOULDER NEC,"Other excision of joint, shoulder",2005769
80.92,80.92,80.92,14.15,Other OR therapeutic procedures on joints [162.],EXCISION OF ELBOW NEC,"Other excision of joint, elbow",2005770
80.93,80.93,80.93,14.15,Other OR therapeutic procedures on joints [162.],EXCISION OF WRIST NEC,"Other excision of joint, wrist",2005771
80.94,80.94,80.94,14.15,Other OR therapeutic procedures on joints [162.],EXCISION HAND JOINT NEC,"Other excision of joint, hand and finger",2005792
80.95,80.95,80.95,14.15,Other OR therapeutic procedures on joints [162.],EXCISION OF HIP NEC,"Other excision of joint, hip",2005793
80.96,80.96,80.96,14.15,Other OR therapeutic procedures on joints [162.],EXCISION OF KNEE NEC,"Other excision of joint, knee",2005794
80.97,80.97,80.97,14.15,Other OR therapeutic procedures on joints [162.],EXCISION OF ANKLE NEC,"Other excision of joint, ankle",2005795
80.98,80.98,80.98,14.15,Other OR therapeutic procedures on joints [162.],EXCISION FOOT JOINT NEC,"Other excision of joint, foot and toe",2005796
80.99,80.99,80.99,14.15,Other OR therapeutic procedures on joints [162.],EXCISION OF JOINT NEC,"Other excision of joint, other specified sites",2005797
81.00,81.00,81.00,14.11,Spinal fusion [158.],SPINAL FUSION NOS,"Spinal fusion, not otherwise specified",2005800
81.01,81.01,81.01,14.11,Spinal fusion [158.],ATLASAXIS FUSION,Atlas-axis spinal fusion,2005801
81.02,81.02,81.02,14.11,Spinal fusion [158.],OTHER CERVICAL FUS (ANT) (Begin 1980),"Other cervical fusion of the anterior column, anterior technique",2005812
81.03,81.03,81.03,14.11,Spinal fusion [158.],(DORSAL) SPINAL FUSS (Begin 1989),"Other cervical fusion of the posterior column, posterior technique",2005813
81.04,81.04,81.04,14.11,Spinal fusion [158.],DORSOLUM FUS W/ H ROD (Begin 1989),"Dorsal and dorsolumbar fusion of the anterior column, anterior technique",2005814
81.05,81.05,81.05,14.11,Spinal fusion [158.],OTH DORSOLUM FUS (Begin 1989),"Dorsal and dorsolumbar fusion of the posterior column, posterior technique",2005815
81.06,81.06,81.06,14.11,Spinal fusion [158.],LUMBAR SPINAL FUS(Begin 1989),"Lumbar and lumbosacral fusion of the anterior column, anterior technique",2005816
81.07,81.07,81.07,14.11,Spinal fusion [158.],LUMBOSAC SPINAL FUSS (Begin 1989),"Lumbar and lumbosacral fusion of the posterior column, posterior technique",2005817
81.08,81.08,81.08,14.11,Spinal fusion [158.],REFUSION OF SPINE(Begin 1989),"Lumbar and lumbosacral fusion of the anterior column, posterior technique",2005818
81.09,81.09,81.09,14.11,Spinal fusion [158.],OTHER SPINAL FUS (Begin 1989),"Refusion of spine, any level or technique",2005819
81.11,81.11,81.11,14.15,Other OR therapeutic procedures on joints [162.],ANKLE FUSION,Ankle fusion,2005821
81.12,81.12,81.12,14.15,Other OR therapeutic procedures on joints [162.],TRIPLE ARTHRODESIS,Triple arthrodesis,2005832
81.13,81.13,81.13,14.15,Other OR therapeutic procedures on joints [162.],SUBTALAR FUSION,Subtalar fusion,2005833
81.14,81.14,81.14,14.15,Other OR therapeutic procedures on joints [162.],MIDTARSAL FUSION,Midtarsal fusion,2005834
81.15,81.15,81.15,14.15,Other OR therapeutic procedures on joints [162.],TARSOMETATARSAL FUSION,Tarsometatarsal fusion,2005835
81.16,81.16,81.16,14.15,Other OR therapeutic procedures on joints [162.],METATARSOPHALANGEAL FUS,Metatarsophalangeal fusion,2005836
81.17,81.17,81.17,14.15,Other OR therapeutic procedures on joints [162.],OTHER FUSION OF FOOT,Other fusion of foot,2005837
81.18,81.18,81.18,14.15,Other OR therapeutic procedures on joints [162.],SUBTALR JT ARTHROEREISIS (Begin 2005),Subtalar joint arthroereisis,2005838
81.20,81.20,81.20,14.15,Other OR therapeutic procedures on joints [162.],ARTHRODESIS NOS,Arthrodesis of unspecified joint,2005840
81.21,81.21,81.21,14.15,Other OR therapeutic procedures on joints [162.],ARTHRODESIS OF HIP,Arthrodesis of hip,2005841
81.22,81.22,81.22,14.15,Other OR therapeutic procedures on joints [162.],ARTHRODESIS OF KNEE,Arthrodesis of knee,2005852
81.23,81.23,81.23,14.15,Other OR therapeutic procedures on joints [162.],ARTHRODESIS OF SHOULDER,Arthrodesis of shoulder,2005853
81.24,81.24,81.24,14.15,Other OR therapeutic procedures on joints [162.],ARTHRODESIS OF ELBOW,Arthrodesis of elbow,2005854
81.25,81.25,81.25,14.15,Other OR therapeutic procedures on joints [162.],CARPORADIAL FUSION,Carporadial fusion,2005855
81.26,81.26,81.26,14.15,Other OR therapeutic procedures on joints [162.],METACARPOCARPAL FUSION,Metacarpocarpal fusion,2005856
